YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Age,Race,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2007,US,National (States and DC),Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,21.3,,,1.5,18.3,24.6,6572,Male,All Ages,All Races,High School,,BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,US,National (States and DC),Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,8.1,,,0.8,6.7,9.8,13323,Overall,All Ages,All Races,High School,,BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,US,National (States and DC),Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,8.7,,,0.8,7.2,10.5,6572,Male,All Ages,All Races,High School,,BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,US,National (States and DC),Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,7.4,,,0.8,5.9,9.2,6740,Female,All Ages,All Races,High School,,BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,US,National (States and DC),Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,7.9,,,0.9,6.3,9.8,13419,Overall,All Ages,All Races,High School,,BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,US,National (States and DC),Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,13.4,,,1.5,10.7,16.7,6678,Male,All Ages,All Races,High School,,BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,US,National (States and DC),Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.3,,,0.4,1.7,3.2,6730,Female,All Ages,All Races,High School,,BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,NV,Nevada,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,13.6,,,1.2,11.4,16.2,1734,Overall,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NV,Nevada,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,12.8,,,1.5,10.1,16.1,804,Male,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NV,Nevada,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,14.3,,,1.6,11.4,17.8,926,Female,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NV,Nevada,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.0,,,0.7,3.8,6.6,1734,Overall,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NV,Nevada,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,4.8,,,0.9,3.3,7.0,804,Male,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NV,Nevada,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.1,,,0.9,3.5,7.4,926,Female,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NV,Nevada,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,4.5,,,0.6,3.4,5.8,1760,Overall,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,NV,Nevada,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,6.6,,,1.1,4.6,9.3,816,Male,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,NV,Nevada,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.2,,,0.6,1.3,3.7,940,Female,All Ages,All Races,High School,"(39.493240390000494, -117.07184056399967)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,NH,New Hampshire,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,19.0,,,1.3,16.5,21.7,1636,Overall,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NH,New Hampshire,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,20.6,,,1.6,17.6,23.9,814,Male,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NH,New Hampshire,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,17.2,,,1.7,14.0,21.0,818,Female,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NH,New Hampshire,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,8.9,,,0.8,7.4,10.8,1636,Overall,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NH,New Hampshire,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,10.3,,,1.2,8.1,13.0,814,Male,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NH,New Hampshire,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,7.5,,,0.9,5.8,9.5,818,Female,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NH,New Hampshire,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,7.2,,,0.7,5.8,8.8,1636,Overall,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,NH,New Hampshire,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,12.2,,,1.3,10.0,15.0,813,Male,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,NH,New Hampshire,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,1.8,,,0.4,1.2,2.9,819,Female,All Ages,All Races,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,NM,New Mexico,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,24.2,,,1.6,20.8,27.9,2425,Overall,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NM,New Mexico,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,24.9,,,1.4,21.9,28.1,1155,Male,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NM,New Mexico,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,23.7,,,2.5,18.7,29.5,1253,Female,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NM,New Mexico,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,6.7,,,0.6,5.5,8.2,2425,Overall,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NM,New Mexico,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,7.9,,,0.5,6.9,9.0,1155,Male,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NM,New Mexico,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.6,,,1.3,3.4,9.2,1253,Female,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NM,New Mexico,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,11.8,,,0.8,10.1,13.7,2607,Overall,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,NM,New Mexico,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,17.4,,,1.1,15.1,20.1,1266,Male,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,NM,New Mexico,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,5.7,,,1.5,3.2,10.0,1316,Female,All Ages,All Races,High School,"(34.52088095200048, -106.24058098499967)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,NY,New York,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,13.8,,,0.9,12.2,15.7,12757,Overall,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NY,New York,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,12.9,,,0.9,11.2,14.8,6191,Male,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NY,New York,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,14.7,,,1.3,12.3,17.5,6524,Female,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NY,New York,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,6.0,,,0.5,5.1,7.1,12757,Overall,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NY,New York,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.7,,,0.6,4.6,7.1,6191,Male,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NY,New York,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,6.4,,,0.7,5.1,8.0,6524,Female,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NY,New York,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,5.1,,,0.5,4.2,6.2,13219,Overall,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,NY,New York,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,8.0,,,0.7,6.7,9.5,6444,Male,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,NY,New York,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.1,,,0.4,1.4,3.2,6722,Female,All Ages,All Races,High School,"(42.82700103200045, -75.54397042699964)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,NC,North Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,22.5,,,1.1,20.3,24.8,3439,Overall,All Ages,All Races,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NC,North Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,22.5,,,1.4,19.8,25.4,1737,Male,All Ages,All Races,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NC,North Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,22.2,,,1.2,19.9,24.7,1694,Female,All Ages,All Races,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,NC,North Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.3,,,0.8,7.8,10.9,3439,Overall,All Ages,All Races,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NC,North Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.2,,,0.8,7.8,10.8,1737,Male,All Ages,All Races,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,NC,North Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.3,,,1.0,7.4,11.6,1694,Female,All Ages,All Races,High School,"(35.466220975000454, -79.15925046299964)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,ND,North Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,21.1,,,1.5,18.3,24.3,1673,Overall,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,ND,North Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,19.4,,,1.7,16.3,23.0,831,Male,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,ND,North Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,22.7,,,2.1,18.7,27.2,836,Female,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,ND,North Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.9,,,0.9,8.2,12.0,1673,Overall,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,ND,North Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,8.9,,,1.2,6.8,11.5,831,Male,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,ND,North Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,11.0,,,1.4,8.5,14.0,836,Female,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,ND,North Dakota,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,11.7,,,1.0,9.9,13.7,1748,Overall,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,ND,North Dakota,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,19.8,,,1.7,16.6,23.5,864,Male,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,ND,North Dakota,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,3.2,,,0.7,2.1,4.8,879,Female,All Ages,All Races,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,OH,Ohio,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,21.6,,,1.7,18.3,25.4,2436,Overall,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,OH,Ohio,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,23.7,,,2.2,19.7,28.4,1162,Male,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,OH,Ohio,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,19.6,,,1.8,16.2,23.4,1264,Female,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,OH,Ohio,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,10.3,,,1.3,7.9,13.2,2436,Overall,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,OH,Ohio,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,11.6,,,1.5,8.9,14.9,1162,Male,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,OH,Ohio,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,8.9,,,1.5,6.4,12.3,1264,Female,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,OH,Ohio,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,9.8,,,0.8,8.2,11.5,2498,Overall,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,OH,Ohio,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,17.0,,,1.5,14.3,20.2,1187,Male,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,OH,Ohio,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.3,,,0.5,1.5,3.4,1299,Female,All Ages,All Races,High School,"(40.06021014100048, -82.40426005599966)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,OK,Oklahoma,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,23.2,,,1.6,20.1,26.6,2534,Overall,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,OK,Oklahoma,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,25.5,,,2.0,21.6,29.7,1215,Male,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,OK,Oklahoma,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,21.0,,,1.7,17.7,24.7,1307,Female,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,OK,Oklahoma,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.4,,,1.0,7.5,11.6,2534,Overall,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,OK,Oklahoma,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,11.1,,,1.3,8.8,13.9,1215,Male,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,OK,Oklahoma,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,7.6,,,1.0,5.8,9.9,1307,Female,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,OK,Oklahoma,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,13.7,,,1.3,11.2,16.6,2597,Overall,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,OK,Oklahoma,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,24.8,,,2.4,20.3,30.0,1249,Male,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,OK,Oklahoma,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.1,,,0.4,1.4,3.2,1333,Female,All Ages,All Races,High School,"(35.47203135600046, -97.52107021399968)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,RI,Rhode Island,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,15.1,,,1.8,11.7,19.3,2074,Overall,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,RI,Rhode Island,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,16.4,,,2.3,12.1,21.7,1024,Male,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2007,RI,Rhode Island,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,13.8,,,2.2,9.8,19.0,1044,Female,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2007,RI,Rhode Island,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,6.2,,,1.2,4.1,9.2,2074,Overall,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2007,RI,Rhode Island,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,7.7,,,1.5,5.2,11.4,1024,Male,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2007,RI,Rhode Island,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,4.6,,,1.3,2.6,8.1,1044,Female,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2007,RI,Rhode Island,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,6.5,,,1.0,4.7,8.9,2152,Overall,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2007,RI,Rhode Island,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,10.6,,,1.8,7.4,14.9,1056,Male,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2007,RI,Rhode Island,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.4,,,0.6,1.5,3.9,1091,Female,All Ages,All Races,High School,"(41.70828019300046, -71.52247031399963)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2007,SC,South Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,17.8,,,1.7,14.5,21.7,1150,Overall,All Ages,All Races,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2007,SC,South Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,18.1,,,2.3,13.8,23.3,489,Male,All Ages,All Races,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
